T;T_setpoint;a;a_dot;kf;kf_noise_0.05;kf_noise_0.1;kf_noise_0.3;kf_noise_1
475.2067197;475;0.15878162;0.01;29.85244267;29.85244267;29.85244267;29.85244267;29.85244267
475.2094575;475;0.16037808;0.01;29.85416232;29.85416232;29.85416232;29.85416232;29.85416232
475.2125085;475;0.16197449;0.01;29.85261734;29.85261734;29.85261734;29.85261734;29.85261734
475.2151637;475;0.16357109;0.01;29.85319735;29.85319735;29.85319735;29.85319735;29.85319735
475.2167099;475;0.16516794;0.01;29.85473384;29.85473384;29.85473384;29.85473384;29.85473384
475.216956;475;0.16676493;0.01;29.85378435;29.85378435;29.85378435;29.85378435;29.85378435
475.2164733;475;0.16836181;0.01;29.85175464;29.85175464;29.85175464;29.85175464;29.85175464
475.2162675;475;0.16995829;0.01;29.84895993;29.84895993;29.84895993;29.84895993;29.84895993
475.2170803;475;0.17155426;0.01;29.84946024;29.84946024;29.84946024;29.84946024;29.84946024
475.2187965;475;0.17314987;0.01;29.85525308;29.85525308;29.85525308;29.85525308;29.85525308
475.2202995;475;0.17474563;0.01;29.8579438;29.8579438;29.8579438;29.8579438;29.8579438
475.2199163;475;0.17634221;0.01;29.85583664;29.85583664;29.85583664;29.85583664;29.85583664
475.2163804;475;0.17794008;0.01;29.86173887;29.86173887;29.86173887;29.86173887;29.86173887
475.209791;475;0.17953931;0.01;29.86927959;29.86927959;29.86927959;29.86927959;29.86927959
475.2017829;475;0.18113935;0.01;29.86641636;29.86641636;29.86641636;29.86641636;29.86641636
475.1946579;475;0.18273935;0.01;29.85693695;29.85693695;29.85693695;29.85693695;29.85693695
475.190132;475;0.18433854;0.01;29.8455166;29.8455166;29.8455166;29.8455166;29.8455166
475.1886149;475;0.18593667;0.01;29.84053156;29.84053156;29.84053156;29.84053156;29.84053156
475.1893578;475;0.18753408;0.01;29.83678255;29.83678255;29.83678255;29.83678255;29.83678255
475.1911626;475;0.18913135;0.01;29.8367985;29.8367985;29.8367985;29.8367985;29.8367985
475.1931599;475;0.19072885;0.01;29.84492449;29.84492449;29.84492449;29.84492449;29.84492449
475.1952384;475;0.19232647;0.01;29.84730301;29.84730301;29.84730301;29.84730301;29.84730301
475.1978519;475;0.19392372;0.01;29.84329267;29.84329267;29.84329267;29.84329267;29.84329267
475.2013102;475;0.19552019;0.01;29.84110462;29.84110462;29.84110462;29.84110462;29.84110462
475.2051503;475;0.19711592;0.01;29.85058385;29.85058385;29.85058385;29.85058385;29.85058385
475.20821;475;0.19871148;0.01;29.85960926;29.85960926;29.85960926;29.85960926;29.85960926
475.2093836;475;0.20030773;0.01;29.8595562;29.8595562;29.8595562;29.8595562;29.8595562
475.2083504;475;0.20190527;0.01;29.86861508;29.86861508;29.86861508;29.86861508;29.86861508
475.205629;475;0.20350411;0.01;29.87929922;29.87929922;29.87929922;29.87929922;29.87929922
475.2020661;475;0.20510373;0.01;29.87325673;29.87325673;29.87325673;29.87325673;29.87325673
475.1983521;475;0.20670331;0.01;29.85836593;29.85836593;29.85836593;29.85836593;29.85836593
475.1948513;475;0.20830205;0.01;29.84888558;29.84888558;29.84888558;29.84888558;29.84888558
475.1915357;475;0.20989933;0.01;29.84412992;29.84412992;29.84412992;29.84412992;29.84412992
475.18789;475;0.21149501;0.01;29.84025873;29.84025873;29.84025873;29.84025873;29.84025873
475.1830646;475;0.21308956;0.01;29.83836168;29.83836168;29.83836168;29.83836168;29.83836168
475.176538;475;0.21468392;0.01;29.84095239;29.84095239;29.84095239;29.84095239;29.84095239
475.1689211;475;0.21627895;0.01;29.84979111;29.84979111;29.84979111;29.84979111;29.84979111
475.1621025;475;0.21787501;0.01;29.85893523;29.85893523;29.85893523;29.85893523;29.85893523
475.1584124;475;0.21947177;0.01;29.86033786;29.86033786;29.86033786;29.86033786;29.86033786
475.1594078;475;0.22106859;0.01;29.85549502;29.85549502;29.85549502;29.85549502;29.85549502
475.165183;475;0.22266488;0.01;29.85474296;29.85474296;29.85474296;29.85474296;29.85474296
475.1745465;475;0.2242603;0.01;29.85719217;29.85719217;29.85719217;29.85719217;29.85719217
475.1857051;475;0.22585483;0.01;29.85456687;29.85456687;29.85456687;29.85456687;29.85456687
475.1968994;475;0.22744882;0.01;29.85886963;29.85886963;29.85886963;29.85886963;29.85886963
475.2067407;475;0.22904295;0.01;29.86994332;29.86994332;29.86994332;29.86994332;29.86994332
475.2143142;475;0.23063809;0.01;29.87540203;29.87540203;29.87540203;29.87540203;29.87540203
475.2191594;475;0.232235;0.01;29.88060873;29.88060873;29.88060873;29.88060873;29.88060873
475.2211831;475;0.23383404;0.01;29.885498;29.885498;29.885498;29.885498;29.885498
475.2205914;475;0.23543502;0.01;29.88532697;29.88532697;29.88532697;29.88532697;29.88532697
475.2179174;475;0.23703727;0.01;29.87933029;29.87933029;29.87933029;29.87933029;29.87933029
475.214061;475;0.23863975;0.01;29.86958198;29.86958198;29.86958198;29.86958198;29.86958198
475.2101455;475;0.24024136;0.01;29.85908828;29.85908828;29.85908828;29.85908828;29.85908828
475.2071533;475;0.24184129;0.01;29.84582544;29.84582544;29.84582544;29.84582544;29.84582544
475.2055646;475;0.24343931;0.01;29.8330979;29.8330979;29.8330979;29.8330979;29.8330979
475.2053039;475;0.24503581;0.01;29.83370214;29.83370214;29.83370214;29.83370214;29.83370214
475.2060952;475;0.24663143;0.01;29.84006403;29.84006403;29.84006403;29.84006403;29.84006403
475.2079623;475;0.24822682;0.01;29.83735708;29.83735708;29.83735708;29.83735708;29.83735708
475.2113074;475;0.24982252;0.01;29.8296509;29.8296509;29.8296509;29.8296509;29.8296509
475.2162269;475;0.25141908;0.01;29.8221557;29.8221557;29.8221557;29.8221557;29.8221557
475.2215828;475;0.25301713;0.01;29.82058677;29.82058677;29.82058677;29.82058677;29.82058677
475.2249915;475;0.25461721;0.01;29.82184907;29.82184907;29.82184907;29.82184907;29.82184907
475.2242203;475;0.25621944;0.01;29.81463196;29.81463196;29.81463196;29.81463196;29.81463196
475.218907;475;0.25782325;0.01;29.8022944;29.8022944;29.8022944;29.8022944;29.8022944
475.2109279;475;0.25942766;0.01;29.78961769;29.78961769;29.78961769;29.78961769;29.78961769
475.2030369;475;0.26103173;0.01;29.7718734;29.7718734;29.7718734;29.7718734;29.7718734
475.1970404;475;0.26263506;0.01;29.76077582;29.76077582;29.76077582;29.76077582;29.76077582
475.1929025;475;0.26423775;0.01;29.76639172;29.76639172;29.76639172;29.76639172;29.76639172
475.1891545;475;0.26584022;0.01;29.76891819;29.76891819;29.76891819;29.76891819;29.76891819
475.184192;475;0.26744286;0.01;29.7562809;29.7562809;29.7562809;29.7562809;29.7562809
475.1776636;475;0.26904572;0.01;29.74117299;29.74117299;29.74117299;29.74117299;29.74117299
475.1709412;475;0.27064834;0.01;29.73720935;29.73720935;29.73720935;29.73720935;29.73720935
475.1661951;475;0.27224995;0.01;29.74203088;29.74203088;29.74203088;29.74203088;29.74203088
475.1648545;475;0.27384998;0.01;29.73175469;29.73175469;29.73175469;29.73175469;29.73175469
475.1668026;475;0.27544838;0.01;29.71440099;29.71440099;29.71440099;29.71440099;29.71440099
475.1707931;475;0.2770456;0.01;29.71793514;29.71793514;29.71793514;29.71793514;29.71793514
475.1754275;475;0.27864222;0.01;29.72483864;29.72483864;29.72483864;29.72483864;29.72483864
475.1798411;475;0.28023877;0.01;29.72137905;29.72137905;29.72137905;29.72137905;29.72137905
475.1837748;475;0.28183574;0.01;29.70924665;29.70924665;29.70924665;29.70924665;29.70924665
475.1871738;475;0.2834337;0.01;29.69027523;29.69027523;29.69027523;29.69027523;29.69027523
475.1896452;475;0.28503331;0.01;29.68320022;29.68320022;29.68320022;29.68320022;29.68320022
475.1902391;475;0.28663511;0.01;29.68888358;29.68888358;29.68888358;29.68888358;29.68888358
475.1879202;475;0.28823927;0.01;29.68860047;29.68860047;29.68860047;29.68860047;29.68860047
475.182509;475;0.2898453;0.01;29.6758073;29.6758073;29.6758073;29.6758073;29.6758073
475.1752733;475;0.29145216;0.01;29.65454737;29.65454737;29.65454737;29.65454737;29.65454737
475.1685246;475;0.29305854;0.01;29.63757024;29.63757024;29.63757024;29.63757024;29.63757024
475.1644394;475;0.29466347;0.01;29.6401729;29.6401729;29.6401729;29.6401729;29.6401729
475.1639829;475;0.29626669;0.01;29.65741516;29.65741516;29.65741516;29.65741516;29.65741516
475.1666853;475;0.2978687;0.01;29.66558505;29.66558505;29.66558505;29.66558505;29.66558505
475.1712979;475;0.29947026;0.01;29.66244796;29.66244796;29.66244796;29.66244796;29.66244796
475.1766252;475;0.30107178;0.01;29.66131769;29.66131769;29.66131769;29.66131769;29.66131769
475.1817741;475;0.30267311;0.01;29.65443103;29.65443103;29.65443103;29.65443103;29.65443103
475.1858383;475;0.30427387;0.01;29.6371813;29.6371813;29.6371813;29.6371813;29.6371813
475.187776;475;0.30587403;0.01;29.62242439;29.62242439;29.62242439;29.62242439;29.62242439
475.1869191;475;0.30747412;0.01;29.62203425;29.62203425;29.62203425;29.62203425;29.62203425
475.1836008;475;0.30907488;0.01;29.63148253;29.63148253;29.63148253;29.63148253;29.63148253
475.1791207;475;0.3106768;0.01;29.63491296;29.63491296;29.63491296;29.63491296;29.63491296
475.1749674;475;0.31227987;0.01;29.62031624;29.62031624;29.62031624;29.62031624;29.62031624
475.1719523;475;0.31388374;0.01;29.59383232;29.59383232;29.59383232;29.59383232;29.59383232
475.1699744;475;0.31548805;0.01;29.57225293;29.57225293;29.57225293;29.57225293;29.57225293
475.1685573;475;0.31709252;0.01;29.55657438;29.55657438;29.55657438;29.55657438;29.55657438
475.1675645;475;0.31869686;0.01;29.54917733;29.54917733;29.54917733;29.54917733;29.54917733
475.1673601;475;0.32030075;0.01;29.54506138;29.54506138;29.54506138;29.54506138;29.54506138
475.1683514;475;0.32190398;0.01;29.52674786;29.52674786;29.52674786;29.52674786;29.52674786
475.1704912;475;0.32350659;0.01;29.50557155;29.50557155;29.50557155;29.50557155;29.50557155
475.1731882;475;0.32510885;0.01;29.49804942;29.49804942;29.49804942;29.49804942;29.49804942
475.1755685;475;0.32671115;0.01;29.49336537;29.49336537;29.49336537;29.49336537;29.49336537
475.1768609;475;0.32831381;0.01;29.48493776;29.48493776;29.48493776;29.48493776;29.48493776
475.1768029;475;0.32991698;0.01;29.48150248;29.48150248;29.48150248;29.48150248;29.48150248
475.1759501;475;0.3315205;0.01;29.48010705;29.48010705;29.48010705;29.48010705;29.48010705
475.1756075;475;0.33312392;0.01;29.46843841;29.46843841;29.46843841;29.46843841;29.46843841
475.1772112;475;0.33472649;0.01;29.45445812;29.45445812;29.45445812;29.45445812;29.45445812
475.1814537;475;0.33632736;0.01;29.44835451;29.44835451;29.44835451;29.44835451;29.44835451
475.187791;475;0.33792587;0.01;29.43827001;29.43827001;29.43827001;29.43827001;29.43827001
475.1946642;475;0.33952194;0.01;29.42017213;29.42017213;29.42017213;29.42017213;29.42017213
475.2001493;475;0.34111633;0.01;29.40450415;29.40450415;29.40450415;29.40450415;29.40450415
475.2025986;475;0.34271046;0.01;29.3963398;29.3963398;29.3963398;29.3963398;29.3963398
475.2011584;475;0.34430573;0.01;29.3999406;29.3999406;29.3999406;29.3999406;29.3999406
475.1961447;475;0.34590288;0.01;29.41049971;29.41049971;29.41049971;29.41049971;29.41049971
475.188972;475;0.34750173;0.01;29.40111942;29.40111942;29.40111942;29.40111942;29.40111942
475.1814376;475;0.34910166;0.01;29.36986987;29.36986987;29.36986987;29.36986987;29.36986987
475.1748298;475;0.35070205;0.01;29.345902;29.345902;29.345902;29.345902;29.345902
475.1695701;475;0.3523026;0.01;29.33943903;29.33943903;29.33943903;29.33943903;29.33943903
475.1654195;475;0.35390317;0.01;29.3430977;29.3430977;29.3430977;29.3430977;29.3430977
475.1617601;475;0.35550379;0.01;29.34203333;29.34203333;29.34203333;29.34203333;29.34203333
475.1578649;475;0.35710453;0.01;29.3293551;29.3293551;29.3293551;29.3293551;29.3293551
475.1534579;475;0.35870541;0.01;29.31377773;29.31377773;29.31377773;29.31377773;29.31377773
475.1493477;475;0.36030626;0.01;29.29982778;29.29982778;29.29982778;29.29982778;29.29982778
475.1473199;475;0.36190673;0.01;29.28574313;29.28574313;29.28574313;29.28574313;29.28574313
475.1490135;475;0.36350656;0.01;29.2682384;29.2682384;29.2682384;29.2682384;29.2682384
475.1546849;475;0.36510586;0.01;29.25293474;29.25293474;29.25293474;29.25293474;29.25293474
475.1629725;475;0.36670513;0.01;29.24655061;29.24655061;29.24655061;29.24655061;29.24655061
475.1717053;475;0.36830491;0.01;29.24267737;29.24267737;29.24267737;29.24267737;29.24267737
475.1788774;475;0.36990544;0.01;29.23360591;29.23360591;29.23360591;29.23360591;29.23360591
475.1831917;475;0.37150655;0.01;29.21984149;29.21984149;29.21984149;29.21984149;29.21984149
475.1843207;475;0.3731078;0.01;29.20825625;29.20825625;29.20825625;29.20825625;29.20825625
475.18307;475;0.37470875;0.01;29.20099179;29.20099179;29.20099179;29.20099179;29.20099179
475.181144;475;0.37630918;0.01;29.19189978;29.19189978;29.19189978;29.19189978;29.19189978
475.1802659;475;0.3779091;0.01;29.17745249;29.17745249;29.17745249;29.17745249;29.17745249
475.1811253;475;0.37950858;0.01;29.1632859;29.1632859;29.1632859;29.1632859;29.1632859
475.18301;475;0.38110758;0.01;29.15492923;29.15492923;29.15492923;29.15492923;29.15492923
475.1844437;475;0.38270588;0.01;29.14544569;29.14544569;29.14544569;29.14544569;29.14544569
475.1842649;475;0.38430334;0.01;29.12693692;29.12693692;29.12693692;29.12693692;29.12693692
475.1822868;475;0.38590014;0.01;29.10903848;29.10903848;29.10903848;29.10903848;29.10903848
475.1792282;475;0.38749682;0.01;29.10021048;29.10021048;29.10021048;29.10021048;29.10021048
475.1762664;475;0.38909401;0.01;29.09677248;29.09677248;29.09677248;29.09677248;29.09677248
475.1745901;475;0.39069197;0.01;29.09173282;29.09173282;29.09173282;29.09173282;29.09173282
475.1749645;475;0.39229044;0.01;29.07359417;29.07359417;29.07359417;29.07359417;29.07359417
475.1773398;475;0.39388887;0.01;29.04430534;29.04430534;29.04430534;29.04430534;29.04430534
475.1808454;475;0.39548675;0.01;29.02256298;29.02256298;29.02256298;29.02256298;29.02256298
475.1843535;475;0.39708376;0.01;29.01730627;29.01730627;29.01730627;29.01730627;29.01730627
475.1871967;475;0.39867989;0.01;29.02155226;29.02155226;29.02155226;29.02155226;29.02155226
475.1894231;475;0.40027537;0.01;29.0219697;29.0219697;29.0219697;29.0219697;29.0219697
475.1914653;475;0.40187072;0.01;29.01296438;29.01296438;29.01296438;29.01296438;29.01296438
475.1936273;475;0.40346671;0.01;29.00286854;29.00286854;29.00286854;29.00286854;29.00286854
475.1958069;475;0.40506416;0.01;28.99223997;28.99223997;28.99223997;28.99223997;28.99223997
475.1975707;475;0.40666359;0.01;28.97774105;28.97774105;28.97774105;28.97774105;28.97774105
475.1984968;475;0.40826489;0.01;28.96393053;28.96393053;28.96393053;28.96393053;28.96393053
475.1985644;475;0.40986725;0.01;28.94986807;28.94986807;28.94986807;28.94986807;28.94986807
475.1982375;475;0.41146945;0.01;28.93242971;28.93242971;28.93242971;28.93242971;28.93242971
475.1980075;475;0.41307052;0.01;28.91452743;28.91452743;28.91452743;28.91452743;28.91452743
475.1977236;475;0.41467018;0.01;28.89915579;28.89915579;28.89915579;28.89915579;28.89915579
475.1964738;475;0.41626885;0.01;28.88818885;28.88818885;28.88818885;28.88818885;28.88818885
475.1933392;475;0.41786712;0.01;28.88779946;28.88779946;28.88779946;28.88779946;28.88779946
475.1883296;475;0.41946527;0.01;28.89026565;28.89026565;28.89026565;28.89026565;28.89026565
475.1825133;475;0.4210634;0.01;28.87276458;28.87276458;28.87276458;28.87276458;28.87276458
475.1772064;475;0.42266168;0.01;28.84492903;28.84492903;28.84492903;28.84492903;28.84492903
475.1730338;475;0.42426048;0.01;28.83726193;28.83726193;28.83726193;28.83726193;28.83726193
475.169685;475;0.42585994;0.01;28.84161539;28.84161539;28.84161539;28.84161539;28.84161539
475.1664717;475;0.42745961;0.01;28.83399003;28.83399003;28.83399003;28.83399003;28.83399003
475.1631536;475;0.42905853;0.01;28.81164518;28.81164518;28.81164518;28.81164518;28.81164518
475.1603549;475;0.43065566;0.01;28.78224521;28.78224521;28.78224521;28.78224521;28.78224521
475.1592095;475;0.43225044;0.01;28.76037838;28.76037838;28.76037838;28.76037838;28.76037838
475.1604839;475;0.4338431;0.01;28.75536162;28.75536162;28.75536162;28.75536162;28.75536162
475.1638983;475;0.43543467;0.01;28.75770472;28.75770472;28.75770472;28.75770472;28.75770472
475.1682259;475;0.43702662;0.01;28.75837706;28.75837706;28.75837706;28.75837706;28.75837706
475.1720729;475;0.43862043;0.01;28.75667921;28.75667921;28.75667921;28.75667921;28.75667921
475.1746702;475;0.44021709;0.01;28.75094233;28.75094233;28.75094233;28.75094233;28.75094233
475.1760882;475;0.44181677;0.01;28.74459553;28.74459553;28.74459553;28.74459553;28.74459553
475.1768519;475;0.44341881;0.01;28.73478295;28.73478295;28.73478295;28.73478295;28.73478295
475.1773698;475;0.44502209;0.01;28.71300746;28.71300746;28.71300746;28.71300746;28.71300746
475.1775914;475;0.44662544;0.01;28.68799308;28.68799308;28.68799308;28.68799308;28.68799308
475.177086;475;0.44822797;0.01;28.668807;28.668807;28.668807;28.668807;28.668807
475.1755274;475;0.44982923;0.01;28.65996899;28.65996899;28.65996899;28.65996899;28.65996899
475.1732807;475;0.45142918;0.01;28.6561436;28.6561436;28.6561436;28.6561436;28.6561436
475.1715593;475;0.45302807;0.01;28.64829158;28.64829158;28.64829158;28.64829158;28.64829158
475.1718483;475;0.45462616;0.01;28.6402243;28.6402243;28.6402243;28.6402243;28.6402243
475.1749195;475;0.45622359;0.01;28.62896358;28.62896358;28.62896358;28.62896358;28.62896358
475.1801669;475;0.45782036;0.01;28.61366769;28.61366769;28.61366769;28.61366769;28.61366769
475.1857781;475;0.4594165;0.01;28.59549037;28.59549037;28.59549037;28.59549037;28.59549037
475.1896673;475;0.46101242;0.01;28.57610758;28.57610758;28.57610758;28.57610758;28.57610758
475.1905975;475;0.46260887;0.01;28.56507859;28.56507859;28.56507859;28.56507859;28.56507859
475.1887949;475;0.46420644;0.01;28.56265041;28.56265041;28.56265041;28.56265041;28.56265041
475.1856297;475;0.4658051;0.01;28.5610884;28.5610884;28.5610884;28.5610884;28.5610884
475.18253;475;0.46740427;0.01;28.54753699;28.54753699;28.54753699;28.54753699;28.54753699
475.1799293;475;0.4690034;0.01;28.52063699;28.52063699;28.52063699;28.52063699;28.52063699
475.1770994;475;0.4706024;0.01;28.50044924;28.50044924;28.50044924;28.50044924;28.50044924
475.1729492;475;0.47220147;0.01;28.49510414;28.49510414;28.49510414;28.49510414;28.49510414
475.1670447;475;0.47380087;0.01;28.48994381;28.48994381;28.48994381;28.48994381;28.48994381
475.1600684;475;0.47540067;0.01;28.47377889;28.47377889;28.47377889;28.47377889;28.47377889
475.1535032;475;0.47700079;0.01;28.452468;28.452468;28.452468;28.452468;28.452468
475.1488163;475;0.47860099;0.01;28.43392895;28.43392895;28.43392895;28.43392895;28.43392895
475.1466244;475;0.48020089;0.01;28.42162458;28.42162458;28.42162458;28.42162458;28.42162458
475.1463298;475;0.48180005;0.01;28.4062304;28.4062304;28.4062304;28.4062304;28.4062304
475.1464486;475;0.48339819;0.01;28.38431096;28.38431096;28.38431096;28.38431096;28.38431096
475.1454357;475;0.48499543;0.01;28.36982134;28.36982134;28.36982134;28.36982134;28.36982134
475.1425937;475;0.48659216;0.01;28.36508798;28.36508798;28.36508798;28.36508798;28.36508798
475.1386689;475;0.48818869;0.01;28.3672103;28.3672103;28.3672103;28.3672103;28.3672103
475.1357414;475;0.48978483;0.01;28.36842144;28.36842144;28.36842144;28.36842144;28.36842144
475.1362587;475;0.49137985;0.01;28.35486554;28.35486554;28.35486554;28.35486554;28.35486554
475.1417109;475;0.49297306;0.01;28.32913792;28.32913792;28.32913792;28.32913792;28.32913792
475.1518682;475;0.49456438;0.01;28.30752873;28.30752873;28.30752873;28.30752873;28.30752873
475.1650342;475;0.4961545;0.01;28.2980132;28.2980132;28.2980132;28.2980132;28.2980132
475.1789312;475;0.49774444;0.01;28.2965166;28.2965166;28.2965166;28.2965166;28.2965166
475.1915349;475;0.49933489;0.01;28.2944556;28.2944556;28.2944556;28.2944556;28.2944556
475.2015156;475;0.50092599;0.01;28.28179203;28.28179203;28.28179203;28.28179203;28.28179203
475.2082993;475;0.50251761;0.01;28.26305952;28.26305952;28.26305952;28.26305952;28.26305952
475.2118622;475;0.50410979;0.01;28.24878534;28.24878534;28.24878534;28.24878534;28.24878534
475.2124324;475;0.50570285;0.01;28.23979475;28.23979475;28.23979475;28.23979475;28.23979475
475.2103183;475;0.50729716;0.01;28.23630648;28.23630648;28.23630648;28.23630648;28.23630648
475.2059514;475;0.50889273;0.01;28.23332064;28.23332064;28.23332064;28.23332064;28.23332064
475.2000062;475;0.51048914;0.01;28.22306763;28.22306763;28.22306763;28.22306763;28.22306763
475.1934178;475;0.51208567;0.01;28.20539673;28.20539673;28.20539673;28.20539673;28.20539673
475.1872169;475;0.51368167;0.01;28.18847795;28.18847795;28.18847795;28.18847795;28.18847795
475.1821637;475;0.51527699;0.01;28.17908304;28.17908304;28.17908304;28.17908304;28.17908304
475.1783665;475;0.51687211;0.01;28.17149158;28.17149158;28.17149158;28.17149158;28.17149158
475.1753222;475;0.51846779;0.01;28.16314957;28.16314957;28.16314957;28.16314957;28.16314957
475.1725357;475;0.52006451;0.01;28.15782095;28.15782095;28.15782095;28.15782095;28.15782095
475.1701503;475;0.52166201;0.01;28.1462878;28.1462878;28.1462878;28.1462878;28.1462878
475.1689;475;0.5232594;0.01;28.12161392;28.12161392;28.12161392;28.12161392;28.12161392
475.1694326;475;0.52485582;0.01;28.09503701;28.09503701;28.09503701;28.09503701;28.09503701
475.1716848;475;0.52645096;0.01;28.08207806;28.08207806;28.08207806;28.08207806;28.08207806
475.1748345;475;0.52804504;0.01;28.08022308;28.08022308;28.08022308;28.08022308;28.08022308
475.1777833;475;0.52963833;0.01;28.07383419;28.07383419;28.07383419;28.07383419;28.07383419
475.1797424;475;0.53123082;0.01;28.05997145;28.05997145;28.05997145;28.05997145;28.05997145
475.1805288;475;0.53282228;0.01;28.04037581;28.04037581;28.04037581;28.04037581;28.04037581
475.1804404;475;0.53441259;0.01;28.01886908;28.01886908;28.01886908;28.01886908;28.01886908
475.1797795;475;0.53600212;0.01;28.00930732;28.00930732;28.00930732;28.00930732;28.00930732
475.1782533;475;0.5375917;0.01;28.01020463;28.01020463;28.01020463;28.01020463;28.01020463
475.1746843;475;0.53918251;0.01;28.00500928;28.00500928;28.00500928;28.00500928;28.00500928
475.1675068;475;0.54077565;0.01;27.99102967;27.99102967;27.99102967;27.99102967;27.99102967
475.1560473;475;0.54237174;0.01;27.97771443;27.97771443;27.97771443;27.97771443;27.97771443
475.1416874;475;0.54397062;0.01;27.96304569;27.96304569;27.96304569;27.96304569;27.96304569
475.1277391;475;0.54557148;0.01;27.9437761;27.9437761;27.9437761;27.9437761;27.9437761
475.1179119;475;0.54717312;0.01;27.92556616;27.92556616;27.92556616;27.92556616;27.92556616
475.1145664;475;0.5487742;0.01;27.9098057;27.9098057;27.9098057;27.9098057;27.9098057
475.1179032;475;0.55037343;0.01;27.89624702;27.89624702;27.89624702;27.89624702;27.89624702
475.1261426;475;0.55196969;0.01;27.8825651;27.8825651;27.8825651;27.8825651;27.8825651
475.1362149;475;0.55356233;0.01;27.87503533;27.87503533;27.87503533;27.87503533;27.87503533
475.1448509;475;0.55515143;0.01;27.87554981;27.87554981;27.87554981;27.87554981;27.87554981
475.1500621;475;0.55673785;0.01;27.8720859;27.8720859;27.8720859;27.8720859;27.8720859
475.1523206;475;0.55832277;0.01;27.86728737;27.86728737;27.86728737;27.86728737;27.86728737
475.1543701;475;0.55990717;0.01;27.86672062;27.86672062;27.86672062;27.86672062;27.86672062
475.1594617;475;0.56149154;0.01;27.85839652;27.85839652;27.85839652;27.85839652;27.85839652
475.1691845;475;0.563076;0.01;27.84109662;27.84109662;27.84109662;27.84109662;27.84109662
475.1824286;475;0.56466064;0.01;27.82999657;27.82999657;27.82999657;27.82999657;27.82999657
475.1960014;475;0.56624579;0.01;27.82095911;27.82095911;27.82095911;27.82095911;27.82095911
475.2061472;475;0.56783209;0.01;27.80831376;27.80831376;27.80831376;27.80831376;27.80831376
475.2099724;475;0.56942016;0.01;27.80234797;27.80234797;27.80234797;27.80234797;27.80234797
475.206408;475;0.57101016;0.01;27.80093972;27.80093972;27.80093972;27.80093972;27.80093972
475.1967068;475;0.57260151;0.01;27.79701511;27.79701511;27.79701511;27.79701511;27.79701511
475.184272;475;0.57419314;0.01;27.7871199;27.7871199;27.7871199;27.7871199;27.7871199
475.173562;475;0.57578401;0.01;27.76926966;27.76926966;27.76926966;27.76926966;27.76926966
475.168345;475;0.57737355;0.01;27.75602608;27.75602608;27.75602608;27.75602608;27.75602608
475.1701856;475;0.57896182;0.01;27.75659054;27.75659054;27.75659054;27.75659054;27.75659054
475.178065;475;0.58054947;0.01;27.75463488;27.75463488;27.75463488;27.75463488;27.75463488
475.189272;475;0.58213747;0.01;27.74076276;27.74076276;27.74076276;27.74076276;27.74076276
475.2007473;475;0.58372675;0.01;27.73090493;27.73090493;27.73090493;27.73090493;27.73090493
475.2099361;475;0.58531794;0.01;27.72821396;27.72821396;27.72821396;27.72821396;27.72821396
475.2149886;475;0.58691126;0.01;27.71875442;27.71875442;27.71875442;27.71875442;27.71875442
475.2148066;475;0.58850656;0.01;27.70566391;27.70566391;27.70566391;27.70566391;27.70566391
475.2092465;475;0.59010341;0.01;27.69964958;27.69964958;27.69964958;27.69964958;27.69964958
475.1992949;475;0.59170116;0.01;27.69066824;27.69066824;27.69066824;27.69066824;27.69066824
475.1869008;475;0.59329895;0.01;27.67524667;27.67524667;27.67524667;27.67524667;27.67524667
475.1743846;475;0.59489556;0.01;27.66453029;27.66453029;27.66453029;27.66453029;27.66453029
475.1636671;475;0.59648973;0.01;27.65625833;27.65625833;27.65625833;27.65625833;27.65625833
475.1557555;475;0.5980807;0.01;27.6431518;27.6431518;27.6431518;27.6431518;27.6431518
475.1507806;475;0.59966868;0.01;27.63280599;27.63280599;27.63280599;27.63280599;27.63280599
475.1484849;475;0.60125464;0.01;27.63169505;27.63169505;27.63169505;27.63169505;27.63169505
475.1487421;475;0.60283969;0.01;27.62993754;27.62993754;27.62993754;27.62993754;27.62993754
475.1516986;475;0.60442444;0.01;27.62064839;27.62064839;27.62064839;27.62064839;27.62064839
475.1574664;475;0.60600906;0.01;27.60272033;27.60272033;27.60272033;27.60272033;27.60272033
475.1656831;475;0.60759366;0.01;27.58311382;27.58311382;27.58311382;27.58311382;27.58311382
475.1753292;475;0.60917851;0.01;27.56993335;27.56993335;27.56993335;27.56993335;27.56993335
475.1848857;475;0.61076399;0.01;27.56329933;27.56329933;27.56329933;27.56329933;27.56329933
475.1926512;475;0.61235024;0.01;27.55940496;27.55940496;27.55940496;27.55940496;27.55940496
475.1970977;475;0.61393716;0.01;27.55231884;27.55231884;27.55231884;27.55231884;27.55231884
475.1972696;475;0.61552468;0.01;27.54356989;27.54356989;27.54356989;27.54356989;27.54356989
475.1931306;475;0.617113;0.01;27.53558941;27.53558941;27.53558941;27.53558941;27.53558941
475.1855611;475;0.61870255;0.01;27.52853837;27.52853837;27.52853837;27.52853837;27.52853837
475.1757663;475;0.62029379;0.01;27.52062084;27.52062084;27.52062084;27.52062084;27.52062084
475.1643607;475;0.62188689;0.01;27.50802204;27.50802204;27.50802204;27.50802204;27.50802204
